NU_INSCRICAO,NU_NOTA_MT
413cbb38b2e2522f8167ffb9daeac1347b281393,494.3026900046726
68985fad004092956a4b4ce94dd53dc76d07eaf7,488.44234376683573
bdca9aeb19521675af15f2c28d86f6bebc45a834,501.2978934915227
b65b19d42b7a4b644fe9f99366dcb37b120862d9,414.3034637170399
eda898aa8ec465cbac70de72ead0c6d688e5f95a,455.6426433164533
5357b6c09be4c7f3829b72f80de846a9228253cb,1.9691739617997612
8d5c4481d736f6ce27976e400f4245bf10757608,432.9650708265037
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,6.876053330399873
089613ac7dca24109f84c72a97c83b2768b1df1c,-12.54355901634118
527773409bf373301dbd835e59a263c035c043b8,-14.754129477689332
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-12.491015401145434
c4cea54435c0fd0e171eed4c215479bb3ca86113,445.12144970874385
7d5cd89c6112b9a202a025a24355135bc60848c6,487.9616604451417
b70ab62384aa80545928a311f5b5d3db2f4d87ee,529.0100712206406
c96431dd924f366d2229a7f1455388b8cd85be49,579.0809686647171
1b72da5bb82cc150ecfe71218c02f155d694230b,-17.834760301405563
e429507efe1c2680cc464481850117d17083cd88,3.196062602366526
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,412.78171186038963
e724482370ae6126008ade80b564ad8d8a0a7cbd,440.1287721969276
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,582.2092171297751
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-12.71100388648069
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,494.1883384151239
7f898f8939ae054359f83ee154bb91bc7dd2c959,533.9942484532011
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,451.52723746936067
82e3b12c6366008fabc238f299f117074e78de5d,393.89508459990884
0d838be0e718ceb786cdb10fcc12559e00440240,520.6555978583567
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,445.45854970058764
5a9d89465845ac2d81366275cbb1a81d627efd36,-12.816650015220723
c83fe640ba466ba904ac1055e53a875289888797,443.4836090934221
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,473.6913401374856
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,375.6921619446246
328639a0c753715c30a58bae70c82f2101153eb3,448.64311186637474
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-8.062573216443779
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,530.9596724340764
f56746cc2900258507d2b32c126f8db090db856f,458.8062562571045
1a4963b5fea8bb25c67750cdafbe84b01efad177,411.1353181783859
b520c940e62f4ed684417e7eacf00d85752060da,474.76936219083893
2e170cf2651ed448991af6fc5df15167733b2d8f,510.784074595382
6efdd93a0ae289be6bb5a400bfc1deb077d75886,391.5650949875684
72ac2acc787d8cba0934cca3810ac091d792c8db,501.710573140095
92a25eee14554806f081869cc9dac868fd1860fb,442.14534278512576
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,412.0918376803684
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,471.64903667498004
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,598.1964287161135
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,442.0170396815172
1730807e4916c5f7e8ab21e02ac5657bcea3e732,26.296171212668987
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,466.83473722954386
1a46d99716282410d1170f0f35069b34e34415d4,435.62522106409193
0467e022da4ef897f666bc76f31e1bc8976f7e92,519.8714896265185
993aca0d5eac6741117947c82a3647102096255e,452.82725480215936
94c96ade6ade21deb080bba6aad537fc4f195d47,476.3060065391158
36bb672077a46a3e4755cef90437a616d28bdf23,444.0591201817898
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,375.9260513804821
328ca19128d276eb4fbc309c54ec7f346c803d2f,733.738303059466
27cdb62f0a2a5467efeb30aafbf246ed2320c532,387.21210997181703
c52cae37c3653620bbec72264c502f45ca2a8671,-0.09089694506588764
f9ef2695eb0986666093945894b8f2fee351bf22,537.9082047376322
2178c497293d0cab01ce74f5105b1a398fb12d8e,-13.997462406086001
e21faa0c07406dde71ec02f266b19b314ba8b0e2,5.266365280122356
8a021391cdaac100dab56c59284bd50137a74129,547.5534241399541
12ee0df69325d97cb95404958c4acf4112aeab8a,16.55543831150817
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,474.3826670480333
66cf0f8b5af2466f9616fd15c0c10344df84982a,71.08829593663611
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,468.25828620026044
60edc5708acd60680891ea15379dd07c7a5924ff,-16.147377675003085
b9f786712775e0d1d735398d710b01f404c985a3,402.87370031983806
564958997e204bda06fbe90afc4722805c78a855,549.3789136059676
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,399.2116091439923
527098f4ee3ceb5c393981930d23b8fe154f4db9,-22.824462994968464
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,491.2974740391094
8296743fdd105ce9183561cf5b359b0a3781465e,440.59177776493465
a3b79e8c739832c77df2ba6bcdb23a7518155a33,9.256027622615438
6602c7f15a1fdd082265b64976448c6809df792d,490.30105591506197
31ae66f0fe024acae4490915c348e487f2367574,491.93843258195403
81901aa980653106e64863d957387d24e2c00af3,423.3640272870939
28e10d1bd0b6effe0edd503446ebda948ad240ad,415.4648971887668
53a7ee52a87f80241e2ca13c923e06b72bf3a059,434.4948301135952
50be5f75fdaedae454b0c3d63b7277854bd08d8f,29.961846087903936
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,1.1127131240951993
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,555.8881007146849
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-15.831003021631311
02681b5c893b94db204713cb4b20dde6fc3f2f95,523.421450126154
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,425.4895836372808
829dd51f77f3ae74c2216de2d86139bd0a03367c,13.263945118605257
28c6829e69879bc1d34db1cd51b89562d3cc596b,501.3062687870846
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,482.8305205633148
96715a069fbcb2e84b26a01563921962ccc4601e,15.445476031370646
923538833160e8432636c88e8119378a43b3d766,441.57334612743745
aacb834258765a2959ee63c57d2be4923d11a696,427.9424689926731
c32e484025571dd94255a77f21de08ab8d2aaba8,471.5747416656889
d425deeec0a3c7006f14d732eff8933d5155067f,453.9277560857994
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,483.6132158526187
716a178e9a6f7791b820da77879943ac9040a547,475.0583118445686
430212cd8767ef2bff8cda0f61729203fef7523e,392.7870754284012
e97d33221238e445688a0e984778d4ecac788be2,505.8128676305878
695c9481580951d830c4431fc6c9dee778ba9ca1,15.739312029420208
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,497.4007214480367
0411742cbb54fe1b6927b25f0bb52b885828c828,403.39925534763
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,389.8996029939062
bc40729846bf209b06e2a9a890e01d4e6780f5b4,15.810449387145518
e4e7a38b58319ad0a5cde4848622b21783c907e9,494.52030155719484
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,549.0636235955121
aec1b63c3f0c9554e533752d8fe138ca82101d4a,413.41085508191867
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,505.32568029692925
4b48d500ba4410546ce01f7f6d44bcbafa73994f,397.6718127675043
edf33c347c866d26872f540bcc1f6ae415f3294c,466.6338209974098
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,555.2356001255398
3a265ea6ebdc4eb2520db912adf5592f03b3d634,436.275799447353
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-15.588743808408932
0ade5488fd62db34c11a369bdbb4327faacc1635,8.524337900667746
e418fbb77e6ff4103205f3b7f6a66d53183d809b,446.394325997127
8ddbfe70cd41135cb6f125335a48d100789edbf7,378.4145499795939
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,10.968807217763977
1d3e406d0223d4cb0328850d689ba9fcadf62776,449.5975614124084
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-20.880605875615768
ecaf075653faf2dcdf946c0ce50629f5083347c0,409.41311793920875
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,483.75608038092685
d43894c5e83bb3a7e5000636295b0b050de19309,-14.693156675721987
5b7877d12550dd35d27a02b66a13f2a27bce11ca,437.166954249107
18f800ec03e33ebad5fb97aa8465dd3e5961337e,423.7468121505136
bb39cc6296f2c9da3963994899c5c34b50965720,-6.607640028753198
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-15.816059970039998
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,485.22300748943474
e887be276bf553575b20ed1a0de8833d9cb7e247,10.758522327631102
cc8794762ffa592758b5117d67e0d02e2e8b9c49,535.8603518118633
894d277c608610fa8c31db531f64582b9569b2e9,427.2881673174077
b2e029961aa0f20071b74708e0d97e6f200ec582,450.2595860932511
12c7d85e168b09a0278df140a22bcb0052a59b0a,417.78579729985245
64c4892488a9c6281bdabf467a0b5a6382d248e6,475.51718637490615
944e790f6e64eccf6df361247858165f17dd7abb,18.97820185669763
ac112e94587e6e4249b7182329ee5a5040ae94ea,543.9574885462118
a58cf11e498228f9aaca92b0c49f955a6163fb59,431.810922912939
e8c84701c041b7f3b39f3125a0449fa633589fbe,485.7358860418187
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,557.3782763486287
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-14.606696481245464
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,428.79404506291894
e64ad901853230e396be49311ea98121c348fac6,497.90507132486994
8532af19be3729ea233c1f29e4c015820fc7fb3a,495.32735896975174
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,458.05555172371334
26853fd075fe27954772c3070997635b94f32b83,420.95173860598976
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,552.5224924199285
574ec310dee846f9ae8eb278480257d463f6fbcc,492.21191632409125
ebb32b8df4ff9b202ba904f310724ce230cb4305,5.180410353224756
8a46e35787225c3e7adef2b998ad9c93a952106b,527.4889720332006
b62bf908b504e8c6898777a7f5b88afed358caea,401.035309880561
10d22971ca4f53fc62d02905809ff1c37fbb68fc,616.4988491013047
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,415.595128709436
cad47b624b484cb16291449cee30707a46c20199,3.706498168189807
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,560.4572195881408
bb6c0df09cb6663f142ce6da382b804353453af2,-1.6306180362639084
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,455.0430482093477
7bd0affe1bdd3681a0faecd80a3d48c023b986de,20.97426992517254
d76614020539405f481c0f5ffb9e6f88a0bf21b7,416.12732241619227
5ce2df96a99343819ead41bf242044177439696d,-13.810230579807058
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-8.467511218437368
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-17.793142178924928
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,509.07797141373135
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,454.7367856589554
176b027cd932b17fcb6f119cfcef338a175062b8,385.68451446610965
41474f2dda61d97f38ba79906d3dbcce223d1bd1,486.70400795060647
421eb738f9e2ea73e5f4227c915762d6421102ac,23.46985548490956
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,481.833529386236
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,32.37834758471263
134d96275e3893946c3a0e1d59f86b336fe64f6e,-18.97718116530461
d4e97da32ccb6987ec074aa48c24ce949c05a78c,422.3772385410549
fa556e489987a0588e9a8edb5327e2bde1679670,2.5705073373013896
95c1d266a2524560761df98b376c17604733a6ad,537.3463240558576
c11c4303d2632cde64105a35554ecb77a8564260,479.85027814308836
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,470.5810154420374
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,559.4162879601614
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,434.50042912544086
580c34923cbde328e0aef1641dd02033fc862c04,468.80586519950293
156e1fb82056b0f6953c443446eb4dcceed7c03b,-9.545679816574888
29d8bf198da9caa59047268faca60207da24d1b7,526.8319963325919
1b3f80a1cd9fff0408e96169fcaf006936b34fed,457.7071628869077
b5932043b62e0c58e16e2cc2c9d5489390e5c895,459.4977541288876
99092cc60948943c59d68d62ed81a75a03059113,484.54576645706345
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,15.4791575896183
dd69fca6f17420dc911016a79e70583ca7ea330d,383.9714875907663
d387995af060965fb9d18973f3dbf4904f071066,404.8857568869408
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,471.6876334408018
543674772357cf9d8a7a8e7dfb89384af80ec30e,480.7249774946455
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,419.0793680174615
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-147.14445576103168
0736d379ea0962e316ce84cce8e883321be36abb,432.3460046225829
98cc842c547c69a0d27776e272fd8b61131b0b37,422.9770257606593
890b7696fa85ca2b3e90b3951efec2135e88d5cf,463.8176817118239
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,622.1394283381645
d84b48f7dc7a6e387e6e985525143589754c5b13,430.8228880480008
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,504.7696129176843
dc4fe9d4124d9278f58f6f999711116a3fe58be7,474.9019671779071
f6624d763619c0898b34dc02adf06f53a1721cd0,411.2203866182972
60b1c12559860e7ad966da4c4db5c78e17278fc0,487.57189432741455
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-16.356084143997503
4f365503582b97ea96462d0d36895a5e7f5926df,424.3246721460181
c80869804effb21d50cc8fff3f4c27ba5521240c,411.9839234850542
d0f351638d60e84b890a498d69c9a7961cdcdf36,475.71193037016315
48e8ec135997ff3676648d5c144c3c7150a7bbb1,404.02615635181405
45484014aefd10ea3e4b08fb93e66c251709cca6,447.2557691825501
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,440.1283487793342
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,408.27918206412954
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,583.9247804939005
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,390.92558950297104
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,620.3935576083204
c83c66733c5bd90a59996e473bb69e44f6522976,411.8502013709328
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-13.745893505071102
4c373daf5547a6292c4905696c148ec83f95f083,38.280103397098344
4549620b5459bb28990580f4ca0b4c2adc5b1a68,21.78098052284873
87f89c855f377c5b100ad2986cc6569e31d94a98,532.7863215649936
d0d8601aab147c191ae37365a930c1ed3eb0414b,-11.784464354140958
9a25537903e8e7eab1dfb357903d241e24e86fb8,3.909534438567526
eaecf3dd32668664e1dcc2d6c7a69042824806a6,452.62679718207943
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-7.984392158034147
c59b370d3aa06b68878c836bceac844953d74972,474.3839072031246
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-17.466942173948365
b2128312e70fdb830091aecb6b27d82617e2e226,427.3696521867863
8257941af168c0cc15f28bd596fd922352dae732,401.42944357035714
854ce153823802674f35bbe1ec010b12e9b3a56f,414.9180540538423
27f1db4e266b154f6f7fbef9c225fab472652a7b,402.72833108703725
11b90bed4a05d11169f308370faf81d6e9ca2c4f,399.9174970248407
5c55b7aeae6cb75ec715b4629812175239e45c15,-16.676128424393887
1391c7de937e0fea2ad23ebb111e513bf2aca2af,19.143818802393046
e9488c35627294cd8f5a809c0667aef7a3f0d465,-17.971846871923233
39c22d725a24b290af887b25175ae0a8d560db4b,-16.338045937827808
e001e1d73163c327a4d800697b1b36cd6921f60d,456.1850218399304
b83424ca8973e4b2eebf6eb9e26e842999432d22,398.2442551710908
202da3f471204ad489ebf0c3856437337534112d,-20.298389172134115
912d751c54b46c860c5ba61666fc6fc59ca2689d,364.6233752035616
8376d681a277c58f06ab633a06eaa66391126246,15.259891468601992
e114f7b197069bde8e158a0dbeaa022dd0c4e280,425.76035702692616
fa84edf183bd459ea9394d77bdc191683a75ff66,564.9721564240895
76190ff09a736ff83169394b770699b2709c5a27,475.58944125783944
515db15df8581ae72bb8e8358833016adee74e02,460.73804188785243
e2a05053c19e6fba60d0e582e6c7f371728a7106,435.7707139137583
66c14322296ac259374ec98c5c3bb2bd67ba25e9,9.95933990229842
2378556841bc8d5746f2b94d6adefc2db20f9518,542.4709019305993
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-10.565303347055846
796d558152d241567f8a72b535a5e36fe78886f3,435.5172365410884
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,518.1471329157952
3c748fc7a94edb7ac1484373751ffa8574a3281d,423.2557257507469
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,407.8299907008952
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-10.825844697311258
10a1e8808e744c619376bff659f859cd71e8c41d,436.1335530872025
fc959dafc37dde3f173f083486d84ce5c817443f,432.85363270691505
6979d91c0a1903a336c640e14eed100821a0e24d,471.1016695463671
d4e37c4c1235ce014392f6c8ba0436f195b9e459,525.1459717481052
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,55.448520444140165
565a955a60c6073157aa869c0351c626a7171ef3,555.4229619929382
5697c01ee87a008056ebc0993a1028b41a26d251,10.609731664640073
99be797e423b5ae08fe342ea772738f71975df47,638.5816148002548
b579ea83f2d6c15b2c717d16a89827d65f39904b,482.04798403487416
e9373b5c22567bec508f2fa2580e4dc3ff687caa,608.5411720111542
a465af361b68bd536dd8bf61d522b9b21755ab60,490.6363898217809
c8feec2a94d996d03534ce935dec7a034667f107,691.2390801237016
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,457.75473412141616
f4f7888cfe88b7a3b0f3d94749921976353ae82c,442.54410499230454
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,463.2886663068486
2e466f15ac7b80870736fac2d0cf4bd7f362e852,449.5600624604668
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,6.603775357851687
fc83a5c665f70f39b4c7d326118cbf21a898e660,606.6852407067267
c26fbd904781a4f6c37a8f8969778f687c6c1424,4.01021800514661
ced4913c2220be57c54bc9f87bb4f441d5976671,478.1200417713278
880ade460a231d722e8bb0e4d17f3c8f77663d37,394.34958887780385
7c869f5b89ddf3130c87011b6508ee59e32682c5,398.5398211879392
9027f65d4e576928ca59690c280050c53d66506a,661.16639634152
09eb415bcb9842d207139c8bddf32427a134d51e,540.2078017014637
f8224c83e27f4921df62876f7ff660b1dab3d974,481.9252761831176
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-12.98503575671176
dfec3182aec0997207e0845b072498065ec89aac,644.0332939875741
d653549f6d0ba70e2113b2cc56e9a83e331d2462,549.255573721225
e95674df974af80342f676ca9e3540aecec2b8dc,478.76429974256007
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,502.8974235717162
2b7b15015ab18dc51893827c7e3f01d931a70410,-17.22364901165276
22d86e8b43a9412df86ec15ac231b9919e3ec905,447.8149085824146
1c61035799f6afe7f44c1fb68567d7a8945c3943,595.8543845116279
d5ed4b8732b0d7127a64f7e71137d321c56cc198,416.8934492533642
63edbbe59337f861a710bee4fe8a691d231f23da,422.5473642923633
f62bf9257782d839d38f84376b79611ed0de655d,7.567290172563389
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-9.225988279755974
21b8ef230efbfca6b5f15b36a3243d76ed390967,481.56690551659216
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,420.76252082809503
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-14.412551148820139
3de3c134579726fe4606b7a05f82ce19f00adb09,636.8210558057004
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,399.1756102332727
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,405.64351195619724
520c60d32fd2af8be76abd332859b36d8ae45900,440.42120547981386
6cb6e2310b52c2898e500f81bea938446592568b,462.23991507388934
0193b535914e1c5a445bede11a408bf1709cd3cb,478.77264319059776
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,509.21347844908735
c512a461034cd90a9c5f1a32332b748041cfeba3,-8.056454199913171
6f77bbe0fc418131d06d15f50b30073eae680dbb,16.390030776343934
9b378e3937af8e97d4753cdf0c8917306354aaaf,474.3687814389175
1c92f54a5fe563622a0e23cf116461a7e147efd8,509.0883830089149
90facc45f7578775e3278aa0bd4fb59dad4d37c1,409.22645033534087
563bd02a1204c85e79026a020ba5af29bce95c12,90.23799004666608
c8062c4cc7e023996bd37b87295f5a2957ddb172,468.79376606743705
ea7cc5987f9cc7f756d501961f64fa5769013823,-12.14300362495641
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,571.8454771999088
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,466.3624929320065
1b61f7e184c7040ae4cea725153965e1f7f75308,432.92965824640044
aea68e00d370c2a0cfd02bf868824dec427bf23a,-14.00568634867266
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-7.877100381052189
95a9c65324583892b2d1a0c1c5163488f92d4a6d,411.6536733525338
5b7e7632cf766876026d0da6aa7c6df77bc13438,419.14534366899386
a3be14b06b7aef01331da18e7a1678222b563151,-12.165839778344655
92b8965cf3fb76d11e5061f26e577c23d212b9c5,38.24701126581609
96fd0462597b8cf21b1e918c1947106cd8359e5d,508.792462860717
5c1cef937c40bf8c30c119160bedde7ef679454e,596.9943319488185
27dce80bee1eadbcd82bc7d09adb063e116870f6,-20.611042109759186
271a7e5b703fc3f29f6669415048a760e6355c5b,6.056155483182831
e39fbeab552a4b6492346d821d095c3a0d691555,416.3575319141497
93694c58636eabfe86550e734efb3775ba4d739f,495.9076571654501
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,676.7251292192757
6c05e70130682975c1485a862b6e08b895650671,435.7139495259659
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,389.04366947713146
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,360.29185184161287
283df09083d3c7bec2590f22355c7ba32ec88623,509.0430468836025
40b96e97dc29dfc990656e30c1038e846b6c8ff2,6.181525322718221
ff362d0a648559b9146fb97ee248eb423c3d6a50,-17.886408498308754
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-12.711362831510394
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,569.7655156913353
23131f453efc29c2af9553d307692c60a3add1ae,483.5764158491282
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,446.1071280346997
941646a7d24ee2837d7de90ff0a736bb8f61d68c,386.65598364430696
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-19.147958917604576
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,482.55399159037466
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,423.0983094896859
72882a9cffe151d94be90e02ce3967a91b628099,489.40076073035624
cf62916c9829bd3ad05104151eee856d6de7ca1c,588.2259637169195
6b8f4241357e65c0491cc0ef96396f811574134c,448.7332355500914
298806ed4313157d412e860ac3ea8833d6ca6970,-17.000862735336227
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,388.7342855310476
4485f973590cff61be5ec78cb3032d5fdf25b809,-16.768316039986964
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,438.2648747282142
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-5.293384993454137
8288badec4740382dbf7c33e4095cd4db0021bf7,390.430128423013
5e139289eb167622f915eea3d1d6e49d15d1c873,521.0498435044373
fc050b2c8fa3446890fe1418332352177dd34506,455.32975563842797
8f309746992f374b4c2ea88f171233a9469ba649,478.7336026214653
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,460.3407074341806
145b6344526f9df32f4046c8227282477c51d69f,446.2765082648369
